page,line,newcase_mark,text
179,4,,AMERICA FOR AN 02/20/2018 Document: 1
179,5,,ORDER PURSUANT TO
179,6,,18 U.S.C. 2703(D)
179,7,,CASE CLOSED on 02/20/2018
179,8,,APPLICATION for Order pursuant to 18 U.S.C.
179,9,,2703(d) requiring records and other information to be
179,10,,provided filed by UNITED STATES OF
179,11,,AMERICA.OF AMERICA. (Attachments: # 1 Text of
179,12,,"Proposed Order, # 2 Text of Proposed Order, # 3 Text"
179,13,,"of Proposed Order, # 4 Text of Proposed (Attachments:"
179,14,,# 1 Text of Proposed Order)
179,15,,1:18-sc-00432-BAH Entered: Category: misc
179,16,,*SEALED* 02/21/2018 Event: Application for
179,17,,APPLICATION OF THE 12:20:46 Order pursuant to 18
179,18,,UNITED STATES OF Filed: U.S.C. 2703(d)
179,19,,AMERICA FOR AN 02/21/2018 Document: 1
179,20,,ORDER PURSUANT TO
179,21,,18 U.S.C. 2703(D)
179,22,,CASE CLOSED on 02/21/2018
179,23,,APPLICATION for Order pursuant to 18 U.S.C.
179,24,,2703(d) requiring records and other information to be
179,25,,provided filed by UNITED STATES OF AMERICA.
179,26,,"(Attachments: # 1 Text of Proposed Order, # 2 Text of"
179,27,,Proposed Order)
179,28,,1:18-sc-00522-BAH Entered: Category: misc
179,29,,*SEALED* 03/01/2018 Event: Application for
179,30,,APPLICATION OF THE 15:36:58 Order pursuant to 18
179,31,,UNITED STATES OF Filed: U.S.C. 2703(d)
179,32,,AMERICA FOR AN 03/01/2018 Document: 1
179,33,,ORDER PURSUANT TO
179,34,,18 U.S.C. 2703(D)
179,35,,CASE CLOSED on
179,36,,03/02/2018
179,37,,APPLICATION for Order pursuant to 18 U.S.C.
179,38,,2703(d) requiring records and other information to be
179,39,,provided filed by UNITED STATES OF AMERICA.
179,40,,(Attachments: # 1 Text of Proposed Order)
179,41,,23
179,42,,
180,2,,1:18-sc-00524-BAH Entered: Category: misc
180,3,,*SEALED* 03/01/2018 Event: Application for
180,4,,APPLICATION OF THE 15:36:01 Order pursuant to 18
180,5,,UNITED STATES OF Filed: U.S.C. 2703(d)
180,6,,AMERICA FOR AN 03/01/2018 Document: 1
180,7,,ORDER PURSUANT TO
180,8,,18 U.S.C. 2703(D)
180,9,,CASE CLOSED on 03/02/2018
180,10,,APPLICATION for Order pursuant to 18 U.S.C.
180,11,,2703(d) requiring records and other information to be
180,12,,provided filed by UNITED STATES OF AMERICA.
180,13,,(Attachments: # 1 Text of Proposed Order)
180,14,,1:18-sc-00525-BAH Entered: Category: misc
180,15,,*SEALED* 03/01/2018 Event: Application for
180,16,,APPLICATION OF THE 15:35:03 Order pursuant to 18
180,17,,UNITED STATES OF Filed: U.S.C. 2703(d)
180,18,,AMERICA FOR AN 03/01/2018 Document: 1
180,19,,ORDER PURSUANT TO
180,20,,18 U.S.C. 2703(D)
180,21,,CASE CLOSED on 03/02/2018
180,22,,APPLICATION for Order pursuant to 18 U.S.C.
180,23,,2703(d) requiring records and other information to be
180,24,,provided filed by UNITED STATES OF AMERICA.
180,25,,(Attachments: # 1 Text of Proposed Order)
180,26,,1:18-sc-00526-BAH Entered: Category: misc
180,27,,*SEALED* 03/01/2018 Event: Application for
180,28,,APPLICATION OF THE 15:34:07 Order pursuant to 18
180,29,,UNITED STATES OF Filed: U.S.C. 2703(d)
180,30,,AMERICA FOR AN 03/01/2018 Document: 1
180,31,,ORDER PURSUANT TO
180,32,,18 U.S.C. 2703(D)
180,33,,CASE CLOSED on
180,34,,03/02/2018
180,35,,APPLICATION for Order pursuant to 18 U.S.C.
180,36,,2703(d) requiring records and other information to be
180,37,,provided filed by UNITED STATES OF AMERICA.
180,38,,(Attachments: # 1 Text of Proposed Order)
180,39,,1:18-sc-00527-BAH Entered: Category: misc
180,40,,24
180,41,,
181,2,,*SEALED* 03/01/2018 Event: Application for
181,3,,APPLICATION OF THE 15:33:10 Order pursuant to 18
181,4,,UNITED STATES OF Filed: U.S.C. 2703(d)
181,5,,AMERICA FOR AN 03/01/2018 Document: 1
181,6,,ORDER PURSUANT TO
181,7,,18 U.S.C. 2703(D)
181,8,,CASE CLOSED on
181,9,,03/02/2018
181,10,,APPLICATION for Order pursuant to 18 U.S.C.
181,11,,2703(d) requiringrecords and other information to be
181,12,,provided filed by UNITED STATES OF AMERICA.
181,13,,(Attachments: # 1 Text of Proposed Order)
181,14,,1:18-sc-00528-BAH Entered: Category: misc
181,15,,*SEALED* 03/01/2018 Event: Application for
181,16,,APPLICATION OF THE 15:32:11 Order pursuant to 18
181,17,,UNITED STATES OF Filed: U.S.C. 2703(d)
181,18,,AMERICA FOR AN 03/01/2018 Document: 1
181,19,,ORDER PURSUANT TO
181,20,,18 U.S.C. 2703(D)
181,21,,CASE CLOSED on 03/02/2018
181,22,,APPLICATION for Order pursuant to 18 U.S.C.
181,23,,2703(d) requiring records and other information to be
181,24,,provided filed by UNITED STATES OF AMERICA.
181,25,,(Attachments: # 1 Text of Proposed Order)
181,26,,1:18-sc-00529-BAH Entered: Category: misc
181,27,,*SEALED* 03/01/2018 Event: Application for
181,28,,APPLICATION OF THE 15:30:58 Order pursuant to 18
181,29,,UNITED STATES OF Filed: U.S.C. 2703(d)
181,30,,AMERICA FOR AN 03/01/2018 Document: 1
181,31,,ORDER PURSUANT TO
181,32,,18 U.S.C. 2703(D)
181,33,,CASE CLOSED on
181,34,,03/02/2018
181,35,,APPLICATION for Order pursuant to 18 U.S.C.
181,36,,2703(d) requiring records and other information to be
181,37,,provided filed by UNITED STATES OF AMERICA.
181,38,,(Attachments: # 1 Text of Proposed Order)
181,39,,25
181,40,,
182,2,,1:18-sc-00530-BAH Entered: Category: misc
182,3,,*SEALED* 03/01/2018 Event: Application for
182,4,,APPLICATION OF THE 15:29:39 Order pursuant to 18
182,5,,UNITED STATES OF Filed: U.S.C. 2703(d)
182,6,,AMERICA FOR AN 03/01/2018 Document: 1
182,7,,ORDER PURSUANT TO
182,8,,18 U.S.C. 2703(D)
182,9,,CASE CLOSED on
182,10,,03/02/2018
182,11,,APPLICATION for Order pursuant to 18 U.S.C.
182,12,,2703(d) requiring records and other information to be
182,13,,provided filed by UNITED STATES OF AMERICA.
182,14,,(Attachments: # 1 Text of Proposed Order)
182,15,,1:18-sc-00567-BAH Entered: Category: misc
182,16,,*SEALED* 03/05/2018 Event: Application for
182,17,,APPLICATION OF THE 16:07:46 Order pursuant to 18
182,18,,UNITED STATES OF Filed: U.S.C. 2703(d)
182,19,,AMERICA FOR AN 03/05/2018 Document: 1
182,20,,ORDER PURSUANT TO
182,21,,18 U.S.C. 2703(D)
182,22,,CASE CLOSED on
182,23,,03/05/2018
182,24,,APPLICATION for Order pursuant to 18 U.S.C.
182,25,,2703(d) requiring records and other information to be
182,26,,provided filed by UNITED STATES OF AMERICA.
182,27,,(Attachments: # 1 Text of Proposed Order Att A -
182,28,,"Amazon, # 2 Text of Proposed Order Att B - Apple, # 3"
182,29,,"Text of Proposed Order Att C - Endurance Int'l Group,"
182,30,,"# 4 Text of Proposed Order Att D - Google, # 5 Text of"
182,31,,"Proposed Order Att E - LinkedIn, # 6 Text of Proposed"
182,32,,"Order Att F - Microsoft, # 7 Text of Proposed Order Att"
182,33,,"G - Twitter, # 8 Text of Proposed Order Att H - Yahoo,"
182,34,,# 9 Text of Proposed Order Att I - CenturyLink)
182,35,,1:18-sc-00573-BAH Entered: Category: misc
182,36,,*SEALED* 03/06/2018 Event: Application for
182,37,,APPLICATION OF THE 12:11:09 Order pursuant to 18
182,38,,UNITED STATES OF Filed: U.S.C. 2703(d)
182,39,,AMERICA FOR AN 03/06/2018 Document: 1
182,40,,26
182,41,,
183,2,,ORDER PURSUANT TO
183,3,,18 U.S.C. 2703(D)
183,4,,CASE CLOSED on
183,5,,03/06/2018
183,6,,APPLICATION for Order pursuant to 18 U.S.C.
183,7,,2703(d) requiring records and other information to be
183,8,,provided filed by UNITED STATES OF AMERICA.
183,9,,(Attachments: # 1 Text of Proposed Order)
183,10,,1:18-sc-00752-BAH Entered: Category: misc
183,11,,*SEALED* 03/19/2018 Event: Application for
183,12,,APPLICATION OF THE 15:56:20 Order pursuant to 18
183,13,,UNITED STATES OF Filed: U.S.C. 2703(d)
183,14,,AMERICA FOR AN 03/19/2018 Document: 1
183,15,,ORDER PURSUANT TO
183,16,,18 U.S.C. 2703(D)
183,17,,CASE CLOSED on
183,18,,03/20/2018
183,19,,APPLICATION for Order pursuant to 18 U.S.C.
183,20,,2703(d) requiring records and other information to be
183,21,,provided filed by UNITED STATES OF AMERICA.
183,22,,(Attachments: # 1 Text of Proposed Order)
183,23,,1:18-sc-00753-BAH Entered: Category: misc
183,24,,*SEALED* 03/19/2018 Event: Application for
183,25,,APPLICATION OF THE 15:59:34 Order pursuant to 18
183,26,,UNITED STATES OF Filed: U.S.C. 2703(d)
183,27,,AMERICA FOR AN 03/19/2018 Document: 1
183,28,,ORDER PURSUANT TO
183,29,,18 U.S.C. 2703(D)
183,30,,CASE CLOSED on
183,31,,03/20/2018
183,32,,APPLICATION for Order pursuant to 18 U.S.C.
183,33,,2703(d) requiring records and other information to be
183,34,,provided filed by UNITED STATES OF AMERICA.
183,35,,(Attachments: # 1 Text of Proposed Order)
183,36,,1:18-sc-00754-BAH Entered: Category: misc
183,37,,*SEALED* 03/19/2018 Event: Application for
183,38,,APPLICATION OF THE 16:01:59 Order pursuant to 18
183,39,,UNITED STATES OF Filed: U.S.C. 2703(d)
183,40,,27
183,41,,
184,2,,AMERICA FOR AN 03/19/2018 Document: 1
184,3,,ORDER PURSUANT TO
184,4,,18 U.S.C. 2703(D)
184,5,,CASE CLOSED on
184,6,,03/20/2018
184,7,,APPLICATION for Order pursuant to 18 U.S.C.
184,8,,2703(d) requiring records and other information to be
184,9,,provided filed by UNITED STATES OF AMERICA.
184,10,,(Attachments: # 1 Text of Proposed Order)
184,11,,1:18-sc-00755-BAH Entered: Category: misc
184,12,,*SEALED* 03/19/2018 Event: Application for
184,13,,APPLICATION OF THE 16:04:17 Order pursuant to 18
184,14,,UNITED STATES OF Filed: U.S.C. 2703(d)
184,15,,AMERICA FOR AN 03/19/2018 Document: 1
184,16,,ORDER PURSUANT TO
184,17,,18 U.S.C. 2703(D)
184,18,,CASE CLOSED on
184,19,,03/20/2018
184,20,,APPLICATION for Order pursuant to 18 U.S.C.
184,21,,2703(d) requiring records and other information to be
184,22,,provided filed by UNITED STATES OF AMERICA.
184,23,,(Attachments: # 1 Text of Proposed Order)
184,24,,1:18-sc-00768-BAH Entered: Category: misc
184,25,,*SEALED* 03/20/2018 Event: Application for
184,26,,APPLICATION OF THE 10:01:54 Order pursuant to 18
184,27,,UNITED STATES OF Filed: U.S.C. 2703(d)
184,28,,AMERICA FOR AN 03/20/2018 Document: 1
184,29,,ORDER PURSUANT TO
184,30,,18 U.S.C. 2703(D)
184,31,,CASE CLOSED on
184,32,,03/20/2018
184,33,,APPLICATION for Order pursuant to 18 U.S.C.
184,34,,2703(d) requiring records and other information to be
184,35,,provided filed by UNITED STATES OF AMERICA.
184,36,,(Attachments: # 1 Text of Proposed Order)
184,37,,1:18-sc-00812-BAH Entered: Category: misc
184,38,,*SEALED* 03/26/2018 Event: Application for
184,39,,APPLICATION OF THE 16:06:10 Order pursuant to 18
184,40,,28
184,41,,
185,2,,UNITED STATES OF Filed: U.S.C. 2703(d)
185,3,,AMERICA FOR AN 03/26/2018 Document: 1
185,4,,ORDER PURSUANT TO
185,5,,18 U.S.C. 2703(D)
185,6,,CASE CLOSED on
185,7,,03/26/2018
185,8,,APPLICATION for Order pursuant to 18 U.S.C.
185,9,,2703(d) requiring records and other information to be
185,10,,provided filed by UNITED STATES OF AMERICA.
185,11,,(Attachment: # 1 Text of Proposed Order)
185,12,,1:18-sc-00920-BAH Entered: Category: misc
185,13,,*SEALED* 03/29/2018 Event: Application for
185,14,,APPLICATION OF THE 15:06:21 Order pursuant to 18
185,15,,UNITED STATES OF Filed: U.S.C. 2703(d)
185,16,,AMERICA FOR AN 03/29/2018 Document: 1
185,17,,ORDER PURSUANT TO
185,18,,18 U.S.C. 2703(D)
185,19,,CASE CLOSED on
185,20,,03/29/2018
185,21,,APPLICATION for Order pursuant to 18 U.S.C.
185,22,,2703(d) requiring records and other information to be
185,23,,provided filed by UNITED STATES OF AMERICA.
185,24,,(Attachment: # 1 Text of Proposed Order)
185,25,,1:18-sc-00921-BAH Entered: Category: misc
185,26,,*SEALED* 03/29/2018 Event: Application for
185,27,,APPLICATION OF THE 15:11:16 Order pursuant to 18
185,28,,UNITED STATES OF Filed: U.S.C. 2703(d)
185,29,,AMERICA FOR AN 03/29/2018 Document: 1
185,30,,ORDER PURSUANT TO
185,31,,18 U.S.C. 2703(D)
185,32,,CASE CLOSED on
185,33,,03/29/2018
185,34,,APPLICATION for Order pursuant to 18 U.S.C.
185,35,,2703(d) requiring records and other information to be
185,36,,provided filed by UNITED STATES OF AMERICA.
185,37,,(Attachment: # 1 Text of Proposed Order)
185,38,,29
185,39,,
186,2,,1:18-sc-00922-BAH *SEALED* Entered: Category: misc Event: Application
186,3,,APPLICATION OF THE UNITED STA 03/29/2018 for
186,4,,TES OF AMERICA 15:08:52 Search/Seizure Warrant- 18
186,5,,"FOR AN ORDER PURSUANT TO 18 Filed: U.S.C. 2703 (a), 2703(b)(1) (A), and"
186,6,,U.S.C. 2703(D) CASE CLOSED on 03/29/2018 2703 (c)(1)(A) Document:
186,7,,03/29/2018 1
186,8,,APPLICATION for Search/Seizure Warrant by USA
186,9,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
186,10,,STATES OF AMERICA. (Attachment: # 1 Text of
186,11,,Proposed Order)
186,12,,1:18-sc-00925-BAH Entered: Category: misc
186,13,,*SEALED* 03/30/2018 Event: Application for
186,14,,APPLICATION OF THE 11:21:55 Order pursuant to 18
186,15,,UNITED STATES OF Filed: U.S.C. 2703(d)
186,16,,AMERICA FOR AN 03/30/2018 Document: 1
186,17,,ORDER PURSUANT TO
186,18,,18 U.S.C. 2703(D)
186,19,,CASE CLOSED on
186,20,,03/30/2018
186,21,,APPLICATION for Order pursuant to 18 U.S.C.
186,22,,2703(d) requiring records and other information to be
186,23,,provided filed by UNITED STATES OF AMERICA.
186,24,,(Attachment: # 1 Text of Proposed Order)
186,25,,1:18-sc-00926-BAH Entered: Category: misc
186,26,,*SEALED* 03/30/2018 Event: Application for
186,27,,APPLICATION OF THE 11:25:15 Order pursuant to 18
186,28,,UNITED STATES OF Filed: U.S.C. 2703(d)
186,29,,AMERICA FOR AN 03/30/2018 Document: 1
186,30,,ORDER PURSUANT TO
186,31,,18 U.S.C. 2703(D)
186,32,,CASE CLOSED on
186,33,,03/30/2018
186,34,,APPLICATION for Order pursuant to 18 U.S.C.
186,35,,2703(d) requiring records and other information to be
186,36,,provided filed by UNITED STATES OF AMERICA.
186,37,,(Attachment: # 1 Text of Proposed Order)
186,38,,1:18-sc-00947-BAH Entered: Category: misc
186,39,,30
186,40,,
187,2,,*SEALED* 03/30/2018 Event: Application for
187,3,,APPLICATION OF THE 15:55:45 Order pursuant to 18
187,4,,UNITED STATES OF Filed: U.S.C. 2703(d)
187,5,,AMERICA FOR AN 03/30/2018 Document: 1
187,6,,ORDER PURSUANT TO
187,7,,18 U.S.C. 2703(D)
187,8,,CASE CLOSED on
187,9,,04/06/2018
187,10,,APPLICATION for Order pursuant to 18 U.S.C.
187,11,,2703(d) requiring records and other information to be
187,12,,provided filed by UNITED STATES OF AMERICA.
187,13,,(Attachment: # 1 Text of Proposed Order)
187,14,,1:18-sc-00983-BAH Entered: Category: misc
187,15,,*SEALED* 04/03/2018 Event: Application for
187,16,,APPLICATION OF THE 15:27:48 Order pursuant to 18
187,17,,UNITED STATES OF Filed: U.S.C. 2703(d)
187,18,,AMERICA FOR AN 04/03/2018 Document: 1
187,19,,ORDER PURSUANT TO
187,20,,18 U.S.C. 2703(D)
187,21,,CASE CLOSED on
187,22,,07/26/2018
187,23,,APPLICATION for Order pursuant to 18 U.S.C.
187,24,,2703(d) requiring records and other information to be
187,25,,provided filed by UNITED STATES OF AMERICA.
187,26,,(Attachments: # 1 Text of Proposed Order)
187,27,,1:18-sc-01018-BAH Entered: Category: misc
187,28,,*SEALED* 04/04/2018 Event: Application for
187,29,,APPLICATION OF THE 14:03:47 Order pursuant to 18
187,30,,UNITED STATES OF Filed: U.S.C. 2703(d)
187,31,,AMERICA FOR AN 04/04/2018 Document: 1
187,32,,ORDER PURSUANT TO
187,33,,18 U.S.C. 2703(D)
187,34,,CASE CLOSED on
187,35,,APPLICATION for Order pursuant to 18 U.S.C.
187,36,,2703(d) requiring records and other information to be
187,37,,provided filed by UNITED STATES OF AMERICA.
187,38,,(Attachments: # 1 Text of Proposed Order)
187,39,,31
187,40,,
188,2,,1:18-sc-01052-BAH Entered: Category: misc
188,3,,*SEALED* 04/06/2018 Event: Application for
188,4,,APPLICATION OF THE 16:29:07 Order pursuant to 18
188,5,,UNITED STATES OF Filed: U.S.C. 2703(d)
188,6,,AMERICA FOR AN 04/06/2018 Document: 1
188,7,,ORDER PURSUANT TO
188,8,,18 U.S.C. 2703(D)
188,9,,CASE CLOSED on
188,10,,04/09/2018
188,11,,APPLICATION for Order pursuant to 18 U.S.C.
188,12,,2703(d) requiring records and other information to be
188,13,,provided filed by UNITED STATES OF AMERICA.
188,14,,(Attachments: # 1 Text of Proposed Order)
188,15,,1:18-sc-01058-BAH Entered: Category: misc
188,16,,*SEALED* 04/09/2018 Event: Application for
188,17,,APPLICATION OF THE 13:22:41 Order pursuant to 18
188,18,,UNITED STATES OF Filed: U.S.C. 2703(d)
188,19,,AMERICA FOR AN 04/09/2018 Document: 1
188,20,,ORDER PURSUANT TO
188,21,,18 U.S.C. 2703(D)
188,22,,CASE CLOSED on
188,23,,04/09/2018
188,24,,APPLICATION for Order pursuant to 18 U.S.C.
188,25,,2703(d) requiring records and other information to be
188,26,,provided filed by UNITED STATES OF AMERICA.
188,27,,(Attachments: # 1 Text of Proposed Order)
188,28,,1:18-sc-01059-BAH Entered: Category: misc
188,29,,*SEALED* 04/09/2018 Event: Application for
188,30,,APPLICATION OF THE 13:20:44 Order pursuant to 18
188,31,,UNITED STATES OF Filed: U.S.C. 2703(d)
188,32,,AMERICA FOR AN 04/09/2018 Document: 1
188,33,,ORDER PURSUANT TO
188,34,,18 U.S.C. 2703(D)
188,35,,CASE CLOSED on
188,36,,04/09/2018
188,37,,32
188,38,,
189,2,,APPLICATION for Order pursuant to 18 U.S.C.
189,3,,2703(d) requiring records and other information to be
189,4,,provided filed by UNITED STATES OF AMERICA.
189,5,,(Attachments: # 1 Text of Proposed Order)
189,6,,1:18-sc-01060-BAH Entered: Category: misc
189,7,,*SEALED* 04/09/2018 Event: Application for
189,8,,APPLICATION OF THE 13:18:16 Order pursuant to 18
189,9,,UNITED STATES OF Filed: U.S.C. 2703(d)
189,10,,AMERICA FOR AN 04/09/2018 Document: 1
189,11,,ORDER PURSUANT TO
189,12,,18 U.S.C. 2703(D)
189,13,,CASE CLOSED on
189,14,,04/09/2018
189,15,,APPLICATION for Order pursuant to 18 U.S.C.
189,16,,2703(d) requiring records and other information to be
189,17,,provided filed by UNITED STATES OF AMERICA.
189,18,,(Attachments: # 1 Text of Proposed Order)
189,19,,1:18-sc-01061-BAH Entered: Category: misc
189,20,,*SEALED* 04/09/2018 Event: Application for
189,21,,APPLICATION OF THE 13:16:37 Order pursuant to 18
189,22,,UNITED STATES OF Filed: U.S.C. 2703(d)
189,23,,AMERICA FOR AN 04/09/2018 Document: 1
189,24,,ORDER PURSUANT TO
189,25,,18 U.S.C. 2703(D)
189,26,,CASE CLOSED on 04/09/2018
189,27,,APPLICATION for Order pursuant to 18 U.S.C.
189,28,,2703(d) requiring records and other information to be
189,29,,provided filed by UNITED STATES OF AMERICA.
189,30,,(Attachments: # 1 Text of Proposed Order)
189,31,,1:18-sc-01062-BAH Entered: Category: misc
189,32,,*SEALED* 04/09/2018 Event: Application for
189,33,,APPLICATION OF THE 13:14:20 Order pursuant to 18
189,34,,UNITED STATES OF Filed: U.S.C. 2703(d)
189,35,,AMERICA FOR AN 04/09/2018 Document: 1
189,36,,ORDER PURSUANT TO
189,37,,18 U.S.C. 2703(D)
189,38,,33
189,39,,
190,2,,CASE CLOSED on
190,3,,04/09/2018
190,4,,APPLICATION for Order pursuant to 18 U.S.C.
190,5,,2703(d) requiring records and other information to be
190,6,,provided filed by UNITED STATES OF AMERICA.
190,7,,(Attachments: # 1 Text of Proposed Order)
190,8,,1:18-sc-01063-BAH Entered: Category: misc
190,9,,*SEALED* 04/09/2018 Event: Application for
190,10,,APPLICATION OF THE 13:10:27 Order pursuant to 18
190,11,,UNITED STATES OF Filed: U.S.C. 2703(d)
190,12,,AMERICA FOR AN 04/09/2018 Document: 1
190,13,,ORDER PURSUANT TO
190,14,,18 U.S.C. 2703(D)
190,15,,CASE CLOSED on
190,16,,04/09/2018
190,17,,APPLICATION for Order pursuant to 18 U.S.C.
190,18,,2703(d) requiring records and other information to be
190,19,,provided filed by UNITED STATES OF AMERICA.
190,20,,(Attachments: # 1 Text of Proposed Order)
190,21,,1:18-sc-01071-BAH Entered: Category: misc
190,22,,*SEALED* 04/10/2018 Event: Application for
190,23,,APPLICATION OF THE 11:49:14 Order pursuant to 18
190,24,,UNITED STATES OF Filed: U.S.C. 2703(d)
190,25,,AMERICA FOR AN 04/10/2018 Document: 1
190,26,,ORDER PURSUANT TO
190,27,,18 U.S.C. 2703(D)
190,28,,CASE CLOSED on
190,29,,04/10/2018
190,30,,APPLICATION for Order pursuant to 18 U.S.C.
190,31,,2703(d) requiring records and other information to be
190,32,,provided filed by UNITED STATES OF AMERICA.
190,33,,(Attachments: # 1 Text of Proposed Order)
190,34,,1:18-sc-01072-BAH Entered: Category: misc
190,35,,*SEALED* 04/10/2018 Event: Application for
190,36,,APPLICATION OF THE 12:03:13 Order pursuant to 18
190,37,,UNITED STATES OF Filed: U.S.C. 2703(d)
190,38,,AMERICA FOR AN 04/10/2018 Document: 1
190,39,,34
190,40,,
191,2,,ORDER PURSUANT TO
191,3,,18 U.S.C. 2703(D)
191,4,,CASE CLOSED on
191,5,,04/10/2018
191,6,,APPLICATION for Order pursuant to 18 U.S.C.
191,7,,2703(d) requiring records and other information to be
191,8,,provided filed by UNITED STATES OF AMERICA.
191,9,,(Attachments: # 1 Text of Proposed Order)
